Id,ProductId,UserId,ProfileName,HelpfulnessNumerator,HelpfulnessDenominator,Score,Time,Summary,Text
369795,B000084DWM,A3TVZM3ZIXG8YW,christopher hayes,11,15,1,1291420800,"Filler food is empty, leaves your cat always needing more","This review will make me sound really stupid, but whatever. I don't really care as long as people find out what's real and can avoid my mistakes.<br /><br />I got my wonderful little sweet Bella Bean when she was a few days shy of three years old. She had been bounced around from house to house and eating whatever was cheap. I have had cats around me my entire life, for about twenty-five years now. My mother always just fed them whatever, the kinds of food you buy in the supermarket - Friskies, Nine Lives, Kit & Kaboodle, stuff like that. And our cats were always fine, at least in terms of their eating habits. They would eat in the morning, stop when they were done, come back, and eat some more when they got hungry.<br /><br />My housemate at the time was working for Hill's and assured me that this was the best food ever made, so great, so on and so forth. I now know that she is an utter buffoon, but I initially trusted her judgment, which is so unfortunate because she doesn't think. She also had plenty of coupons for free or deeply discounted bags, which made it a much more attractive choice.<br /><br />I first tried feeding the little Bean an unmeasured amount of Science Diet in a bowl, but that didn't work, as she would devour it in one sitting. So then I took to measuring it, and she did the same thing. Then I started parsing it out to twice a day. That didn't work either, because she would start going crazy in the middle of the day, running around, intentionally destroying things, deliberately spilling her water, crying, etc., until she got more food. So then I split it into three servings. Same thing. Then it got to be four servings. That was a little better, but it was too much maintenance and unrealistic to be around every day to feed her four times. So then it went back to three. All the while, I was trying to reduce the amount of food I was feeding her to less than 3/4 of a cup because she was a little chubby. Reducing was hell. She became even more hungry, but I figured she would get used to it. Not really.<br /><br />For over a year, she would wake me up every morning looking for food in a serious way, knocking things off my desk, ripping up any paper she could find, scratching at the door and committing general acts of mischief. As soon as she got food, she was back to her sweet self, but only for three or four hours.<br /><br />We thought she was bored, we thought she was a little nutty, and maybe even had a kitty eating disorder. She always wanted food. It was kind of funny but in the end it was just sad.<br /><br />A few weeks back, we took her to a new (good, non-money factory) vet for her second checkup since I've had her. I talked with him about her being always hungry. He asked what she ate, and I told him the adult indoor Science Diet. Without saying as much, he basically told me that this food is garbage and I should look for something else. He said cat food should have a protein followed by a carbohydrate as the first two ingredients. Science Diet does, in a very loose, by-product kind of way - ground up slaughterhouse leftovers and corn dust. Then they put a bunch of vitamins in it to make it ""healthy,"" instead of just using good ingredients from the beginning. Not that I care about spending money on the Bean, but this food is way too expensive for what it is.<br /><br />So we began transitioning her onto Wellness indoor formula about two weeks ago. She is still eating 50 percent Science Diet with 50 percent Wellness (you really shouldn't just give a cat different food one day out of the blue) but SHE NEVER FREAKS OUT ANYMORE. It's amazing. And it's 100 percent because she is eating real food now, along with that sawdust and chicken hearts I still regrettable have to feed her. We have her down to eating twice a day, only 1/3 cup in TOTAL. She was eating three times a day, 5/8 of a cup in total. Now she eats some in the morning, walks away, eats some more a few hours later, and then looks for dinner about twelve hours after her initial feeding. No more knocking things over, no more trashing Dad's papers on the desk, no more howling, no more deliberately spilled water on the floor. It's incredible.<br /><br />I feel so bad that I was doing this to her for so long. We really thought she was just being dramatic or whatever. But no, she was genuinely hungry because she wasn't eating any real food.<br /><br />Do your cat a favor - buy her or him so food made with real ingredients, things you would eat - Wellness, Halo, Innova, Evo, whatever. Figure it out for yourself, but please don't feed your cat this. It's garbage."
316343,B001EPQZ3Q,A3PD8JD9L4WEII,"Bron ""Bron""",0,0,5,1334880000,Delicious cookies!  Good quality and great flavor.,"I like ginger snaps a lot, especially with tea.  Recently someone gave me some of these as a gift and I loved them.  So, happy to see them here on Amazon and especially a money-saving ""Subscribe & Save"" product.  As the other reviewers here indicate, they are thin, crispy and delicious.  These are not as hard as the more common ""American"" style ginger snaps and a bit more refined as far as flavor.  I like both, but these make a nice change of pace."
326919,B007GYQ6LA,A3NJAYJZTCKWG,Summer Purchases,21,23,1,1153267200,NOT CRUNCHY,"Do not buy Crunchies products in the Hot summer months.  They are heat sensitive. As the packaging states ""IMPORTANT- STORE IN COOL DRY AREA"". The two cases I purchased arrived chewy and clumped together.  They probably cooked during shipping and are not a ""Raw Food"" and not as ""Nutritious"" anymore.  Two of the bags were more bits and powdered fruit clumps than chucks of fruit and one was opened.  Amazon.com does not accept grocery returns.  It was a waste of $40."
234774,B000KV7ZGQ,A3BAI32S7NS6VM,"M. Beally ""cactusjack882""",0,0,3,1292371200,"Good, but not as great as the product line's treat ball!","My dog will tug at the rope and push the bottle around until every last bit of kibble is out of there, but she doesn't like playing with it nearly as much as the <a href=""http://www.amazon.com/gp/product/B001F0RRUA"">Premier Busy Buddy Kibble Nibble Dog Toy</a>. Both of my dogs will play with that ball (and chew on it) for hours. Keeps them both busy and away from my shoes!"
174806,B0037QGKSK,A1Y5ERIKQBEMSP,"J. Schneider ""john_jps""",0,2,4,1269302400,"Healthy, nutritious, filling.","I eat a lot of granola/nutrition/cereal bars, and this bar is a nutritious and OK-tasting alternative to existing products.  Each bar is packed with 160 mostly organic calories, making it more satisfying than most in terms of hunger.<br /><br />In  terms of nutrition, these are mostly organic but otherwise have fairly standard nutrition as far as granola/nutrition bars go: nothing either positive or negative there.<br /><br />My only negative is taste: it tastes good, but not AS good, in my opinion, as a nutri-grain bar. My taste buds aren't tuned to organic foods, though, which is worth mentioning: if yours are, you might vastly prefer the taste of these. Of note: our toddler loves these."
198205,B000RHSXSM,A2B2ZD2TDRBMVL,"Taino Del Caribe ""Mabi""",3,3,5,1276041600,Whole Green Peas,"I ordered this product from Angelinas Gourmet store and was pleasantly surprised at the extreme good quality of Angelinas food products. The whole peas were fresher than I have ever purchased before, as if they had been picked, packed and shipped all within that same week.<br />I highly recommend The whole peas from Angelinas Gourmet to anyone looking for high quality gourmet foods. This shipment arrived within one week of purchase, in a heavy duty box which helped conserve the high quality product from any carrier mishaps that carriers are notorious for.I will definately purchase this product again and from now on from this source !!!"
30156,B000DZFMEQ,AR9Q58O3M6UZQ,Doris J. Pope,0,0,5,1210204800,amazing,When I was diagnosed with celiac disease I stopped eating bread because it tasted so bad.  My friend Lois shared the bread with me and it tasted like real bread and it was soft.  At first they were out of pamelas and I tried a different brand but it wasnt so good.  I started getting it every 2 months but Iate it so quickly I get it every month.  I am anxiously waiting for the shipment to come because I am out of the bread.
199681,B001D0KG5K,A31N92RFC5AU9F,T. Dougherty,0,0,3,1261180800,These are OK,These were Ok not as good as some of the other pumpkins I have had.
104184,B000F9Z268,A1FWM7UTRDOE7C,Veronica,1,1,5,1301184000,Wonderful Creation,"I love ritz but the regular ones are so darn salty, I feel like I am eating a salt slab everytime I put one in my mouth.  So my mom suggested that I try their low soduim crackers, I had no idea they made low sodium crackers but am so happy that they do.  You still get that wondeful butter like flavor of a regular ritz but no where as salty as the regular ones.  They pack a nice flavor and crispy crunch that I love so much.  You can still taste a little bit of salt, but its such a wonderful balance that works wonders. This is my go to snack cracker whether its just to snack on or to make PB crackers with."
70267,B007I7Z3Z0,A28SBPF6KFZ7VL,"Eric A. Klee ""eak321""",0,2,5,1334188800,"Delicious, Refreshing, and Light-Tasting","Lipton's new packets of Iced Green Tea with Honey and Blackberry Pomegranate are delicious, refreshing, and light-tasting.  Plus, they're only 5 calories per packet.  Obviously, they're very similar to (and probably a direct competition for) Crystal Light's to-go packets.  Naturally, Lipton offers tea flavors.<br /><br />The instructions say to add one full packet to 16 oz. of water, but I used twice the water it recommended for one packet, and it's still very flavorable and super-sweet.  If you're going to use a glass of water or small bottle of water, I'd recommend trying only half a packet (or less) to start.  There are honey granules (sugar and honey) that dissolve and sweeten the water.  The packaging touts that there's no aspartame (Equal) in these like Crystal Light, but there is sucralose listed as an ingredient, which is another artificial sweetener.<br /><br />Most importantly, though, is that these new Lipton packets, like Crystal Light packets, give your water a little boost of flavor and, in the case of green tea, flavonoids.  If you're trying to eliminate sodas from your diet and are tired of drinking ""just"" water, try these little packets.  You'll still be drinking the water, but you'll have a flavor boost that won't make you feel like you're drinking ""just"" water."
374212,B000VVT9IM,AN2WR1JLFTR1H,BSM,5,5,5,1204243200,My picky spoiled dog loves these,"My dog is even getting picky on her treats she is so spoiled.  She will no longer eat pupperoni or any treats along that line.  She loves what we call chicken treats, the dried chicken jerky treats, but not much else.  I found thes on a saver offer and eligible for free shipping so I gave them a try.  She loves them.<br /><br />To give you an idea of similar taste preferences, she also likes Merrick Texas taffy but that is expensive and unfortunately not available for free shipping here."
78865,B000LLHOA2,A30QNKK8NDV441,boocat,1,1,2,1335139200,sawdust,"this is not crab meat, it is mashed, in a bath of liquids and chemicals....forget buying this if you are searching for real crab."
29318,B000PDY3P0,A3205PAR0AANJH,"Benjamin Kopp ""Malisaw""",0,0,5,1337731200,Great Popcorn - even 2 days later!,"I bought a blue foundation 8oz popcorn machine from Discount Tommy along with a case of this popcorn.  The smell alone - oh my!  Makes my entire basement smell like a movie theater!  The popcorn, after the 2nd time when I actually followed the directions and gave it some time for the bottom heating element to ""dry"" the popcorn, is fantastic!  I've seem some negative reviews regarding it being mushy - obviously they either do not have an adequate popcorn make that heats well enough to dry it after all the steam/moisture the machine creates popping it in the first place or they did like me my first time through and couldn't wait to eat it immediately!  This popcorn is even good 2 days later if you turn your upper light/bottom heat on for an hour or so first to freshen it up - still tastes like it did the 1st day!  Leave out the ""powder"" bit and go to food.com and search for ""Best Seller Caramel Corn"" for a real treat!!!"
242494,B001N80ELI,A2KNZDCG2446VK,Rachel A. Smith,1,1,5,1268092800,Chocolate tea? Yes!,"How can it be?? It's not fakey chocolatey at all, so refreshing and minty with the real taste of chocolate. This tea will turn any tea-hater into a tea-lover. Not too sweet, not too chocolatey. As with all Mighty Leaf teas, the perfect balanced blend!!"
509913,B002DM62BY,AK9Z41JZLUW8N,Aunt Vee,0,0,5,1316390400,Great flavor combinations,"Great, healthy snack.  The combination of fruit, nuts, seeds, and spices is a great idea.  The flavor combinations are excellent and not the norm.  Tastes great!"
